Depth;ABDCQF01;ABDCQF02;ABDCQF03;ABDCQF04;BS;CALI;DRHO;DT;DTS;GR;NPHI;PEF;RACEHM;RACELM;RHOB;ROP;RPCEHM;RPCELM;RT
2619.8;2.5538;2.5712;2.5055;2.5014;8.5;8.5;0.0486;87.3753;181.3741;48.4883;0.2229;7.2445;1.005;0.8472;2.4901;13.8923;1.9548;1.3111;1.9548
2619.9;2.5862;2.5705;2.5124;2.5291;8.5;8.5;0.0648;86.7117;181.2219;49.9066;0.2333;7.2138;1.0786;0.8462;2.5158;13.7831;2.3321;1.4104;2.3321
2620;2.6059;2.5383;2.4906;2.5423;8.5;8.5001;0.0798;86.0484;181.0697;48.4469;0.2479;7.0271;1.114;0.8361;2.5199;6.539;2.6895;1.4836;2.6895
2620.1;2.6061;2.4878;2.4524;2.542;8.5;8.5233;0.0881;85.5393;180.8952;51.754;0.2613;6.7356;1.1309;0.8232;2.5033;6.5414;2.6885;1.4956;2.6885
2620.2;2.583;2.4354;2.4148;2.5326;8.5;8.5;0.0882;85.269;180.6865;53.4699;0.2776;6.4257;1.1926;0.8138;2.4735;6.5439;2.4076;1.465;2.4076
2620.3;2.5421;2.3941;2.3886;2.5182;8.5;8.5001;0.0793;84.9989;180.478;54.7368;0.2814;6.205;1.2633;0.7964;2.4374;6.5451;2.1613;1.408;2.1613
2620.4;2.4968;2.3723;2.373;2.4989;8.5;8.5468;0.0598;84.8673;180.3544;56.01;0.2701;6.2565;1.2793;0.776;2.3991;6.5464;1.7524;1.2801;1.7524
2620.5;2.4566;2.3746;2.3609;2.4698;8.5;8.5;0.0324;84.9989;180.3924;59.4638;0.2582;6.7232;1.0298;0.7359;2.3666;6.5462;1.4127;1.1259;1.4127
2620.6;2.4192;2.397;2.348;2.4273;8.5;8.5001;0.0116;85.1309;180.4306;58.9413;0.2464;7.4329;0.7405;0.632;2.3536;6.546;2.9465;1.0365;2.9465
2620.7;2.3731;2.4196;2.3354;2.3749;8.5;8.5233;0.0166;85.3499;180.5808;48.1715;0.2438;7.9119;0.7493;0.5207;2.3719;6.5458;8.1277;0.9817;8.1277
2620.8;2.3133;2.4149;2.3251;2.3239;8.5;8.5;0.053;85.7754;180.996;37.3288;0.2504;7.7413;0.8986;0.4562;2.4118;6.507;6.7262;0.8766;6.7262
2620.9;2.2508;2.3697;2.3138;2.2849;8.5;8.4844;0.0992;86.201;181.4115;31.4389;0.2602;6.8975;1.0059;0.4156;2.4357;6.4681;3.297;0.7633;3.297
2621;2.203;2.2983;2.2947;2.2606;8.5;8.4688;0.1225;86.6579;181.9283;27.5371;0.2664;5.7841;0.8568;0.3883;2.4051;6.4295;2.2905;0.6825;2.2905
2621.1;2.1781;2.2298;2.2652;2.2454;8.5;8.4844;0.1118;87.2094;182.7508;25.8597;0.2688;4.9392;0.7897;0.354;2.3291;6.459;4.2366;0.7258;4.2366
2621.2;2.1726;2.1856;2.2313;2.2327;8.5;8.5;0.0838;87.7608;183.5735;25.6515;0.2704;4.5605;0.8588;0.3264;2.2478;6.4886;9.4388;0.8125;9.4388
2621.3;2.1764;2.1671;2.2026;2.2182;8.5;8.5;0.0625;88.2755;184.4055;26.3763;0.2725;4.5081;0.9748;0.3211;2.1962;6.518;11.2989;0.803;11.2989
2621.4;2.1808;2.1623;2.185;2.2023;8.5;8.5;0.056;88.6441;185.2745;26.6626;0.2738;4.5837;1.1759;0.3235;2.1781;6.5195;8.0709;0.7686;8.0709
2621.5;2.1821;2.1618;2.1773;2.1874;8.5;8.5;0.0564;89.0126;186.1432;28.1464;0.2729;4.6876;1.4717;0.3231;2.1744;6.5211;7.3016;0.8192;7.3016
2621.6;2.1804;2.163;2.1754;2.1763;8.5;8.5;0.0573;89.3655;186.9263;29.2478;0.2695;4.759;1.7924;0.322;2.1738;6.5226;14.2226;0.9326;14.2226
2621.7;2.1788;2.1664;2.1783;2.1716;8.5;8.5;0.0566;89.6318;187.2349;34.2543;0.266;4.7794;2.4317;0.3211;2.1751;6.5126;110.2165;1.2007;110.2165
2621.8;2.1803;2.1723;2.1862;2.1738;8.5;8.5;0.0541;89.8981;187.5435;38.2185;0.2641;4.7631;3.8521;0.3235;2.1788;6.5076;568.6587;1.6043;568.6587
2621.9;2.1849;2.1788;2.1955;2.1813;8.5;8.5;0.0508;90.1494;187.8067;39.9953;0.2643;4.7394;4.3858;0.3368;2.1846;6.5082;76.2622;1.8272;76.2622
2622;2.1903;2.1829;2.2012;2.1903;8.5;8.5001;0.0492;90.2747;187.6854;41.2705;0.2648;4.744;4.0535;0.3531;2.1922;6.5089;130.9393;1.8285;130.9393
2622.1;2.1945;2.1821;2.2009;2.1977;8.5;8.5469;0.0506;90.4;187.564;42.3536;0.2605;4.9181;3.6294;0.3682;2.1926;6.5095;184.2854;1.8089;184.2854
2622.2;2.1979;2.1784;2.1972;2.2018;8.5;8.5469;0.0494;90.53;187.4187;42.4933;0.2563;4.8772;3.3257;0.3778;2.1921;6.5127;128.1807;1.7614;128.1807
2622.3;2.2011;2.175;2.1946;2.2038;8.5;8.5469;0.0479;90.7359;186.8835;42.3101;0.2559;4.84;2.9537;0.3874;2.1913;6.5159;78.7557;1.6966;78.7557
2622.4;2.2024;2.1743;2.1954;2.2051;8.5;8.5469;0.0468;90.9418;186.3483;41.9449;0.2587;4.8223;2.5914;0.4001;2.1917;6.5191;38.3718;1.6322;38.3718
2622.5;2.2015;2.1763;2.1987;2.2063;8.5;8.5469;0.0462;91.1462;185.8179;41.0961;0.263;4.8223;2.4854;0.4121;2.1933;6.5195;22.3927;1.6091;22.3927
2622.6;2.2001;2.1803;2.2036;2.2067;8.5;8.5469;0.0463;91.4087;185.6696;41.1784;0.2663;4.8349;2.484;0.4184;2.1959;6.52;21.4846;1.6445;21.4846
2622.7;2.2002;2.1854;2.2104;2.2074;8.5;8.5469;0.0476;91.6693;185.5222;41.5188;0.2664;4.8497;2.2506;0.4242;2.2;6.5205;24.3846;1.6797;24.3846
2622.8;2.2027;2.1907;2.2177;2.2082;8.5;8.5469;0.0493;91.9292;185.3748;41.6751;0.2635;4.8584;1.8957;0.4363;2.2048;6.5261;17.8654;1.6225;17.8654
2622.9;2.207;2.1963;2.2231;2.2093;8.5;8.5469;0.051;91.9478;185.2192;42.5598;0.2605;4.8697;1.7529;0.4482;2.2091;6.5317;11.7504;1.5593;11.7504
2623;2.2119;2.2031;2.2246;2.2105;8.5;8.5469;0.0524;91.9561;185.0632;41.6497;0.2604;4.8988;1.6786;0.4517;2.2123;6.5374;11.8207;1.555;11.8207
2623.1;2.2168;2.2102;2.2224;2.211;8.5;8.5469;0.0534;91.9642;184.9073;42.1007;0.2629;4.9469;1.5899;0.4529;2.214;6.5401;14.6322;1.5443;14.6322
2623.2;2.2202;2.215;2.2198;2.2105;8.5;8.5469;0.0542;91.8505;184.7774;43.6892;0.2645;4.9922;1.5399;0.4531;2.2145;6.5429;16.0918;1.4932;16.0918
2623.3;2.2209;2.2158;2.219;2.2084;8.5;8.5469;0.0539;91.7249;184.6501;43.7001;0.2619;5.0077;1.4633;0.4544;2.2136;6.5457;15.5279;1.4381;15.5279
2623.4;2.2197;2.2142;2.2201;2.2047;8.5;8.5469;0.0523;91.5993;184.5224;43.8383;0.2547;4.9907;1.3375;0.459;2.2122;6.5392;13.296;1.3578;13.296
2623.5;2.2188;2.214;2.2236;2.202;8.5;8.5469;0.0498;91.4705;184.2686;44.0466;0.2453;4.9644;1.195;0.4721;2.2125;6.5261;8.6246;1.2591;8.6246
2623.6;2.2208;2.2179;2.2306;2.203;8.5;8.5469;0.0474;91.3411;183.9948;45.4675;0.2372;4.957;1.1337;0.4892;2.2166;6.5329;5.3746;1.1852;5.3746
2623.7;2.2268;2.2257;2.241;2.2086;8.5;8.5469;0.0463;91.212;183.7213;45.6867;0.234;4.9752;1.1155;0.502;2.2247;6.5396;4.2264;1.1641;4.2264
2623.8;2.2353;2.2347;2.2513;2.2166;8.5;8.5469;0.0467;91.1957;183.5993;45.661;0.2368;4.9981;1.0973;0.5059;2.2335;6.5463;4.5446;1.186;4.5446
2623.9;2.2436;2.241;2.2548;2.2229;8.5;8.5469;0.0482;91.205;183.5115;43.289;0.2431;4.9998;1.0976;0.498;2.2386;6.5468;7.1255;1.2384;7.1255
2624;2.2475;2.2413;2.2474;2.2242;8.5;8.5469;0.0494;91.2149;183.4236;42.1765;0.2491;4.9676;1.1034;0.4844;2.2365;6.5472;17.2238;1.3315;17.2238
2624.1;2.2433;2.2346;2.2311;2.2202;8.5;8.5469;0.0491;91.4654;183.3106;41.8812;0.2529;4.9087;1.1146;0.4753;2.2274;6.5476;31.4569;1.3729;31.4569
2624.2;2.2311;2.2233;2.2133;2.2137;8.5;8.5469;0.0475;91.7887;183.1901;40.5106;0.2543;4.8452;1.092;0.4801;2.2154;6.5455;25.824;1.3215;25.824
2624.3;2.2161;2.2129;2.2027;2.209;8.5;8.5469;0.0459;92.1124;183.0695;40.1228;0.2542;4.8006;1.0043;0.4953;2.2066;6.5434;11.9662;1.2391;11.9662
2624.4;2.2047;2.2078;2.2033;2.2089;8.5;8.5469;0.0458;92.6252;182.8828;41.0956;0.2549;4.7879;0.9229;0.5201;2.2046;6.5413;5.3241;1.1358;5.3241
2624.5;2.2;2.2083;2.2119;2.2127;8.5;8.5469;0.0474;93.2116;182.6706;40.3331;0.2591;4.8021;0.8873;0.5468;2.2081;6.5417;3.126;1.0579;3.126
2624.6;2.2001;2.2118;2.2232;2.2175;8.5;8.5469;0.0498;93.7981;182.458;40.144;0.2681;4.8322;0.8899;0.562;2.2135;6.5421;2.5675;1.0277;2.5675
2624.7;2.2022;2.2152;2.2334;2.2211;8.5;8.5469;0.0522;94.3957;182.1187;40.236;0.2807;4.8725;0.9149;0.5739;2.2183;6.5426;2.4201;1.0303;2.4201
2624.8;2.2047;2.2166;2.2399;2.2237;8.5;8.5469;0.0532;94.9989;181.7175;41.3417;0.2954;4.9263;0.9417;0.5796;2.2214;6.5404;2.712;1.0681;2.712
2624.9;2.2062;2.2158;2.2416;2.2265;8.5;8.5469;0.0508;95.6017;181.3165;41.2172;0.3102;5.0062;0.9485;0.5866;2.2229;6.5383;3.0884;1.1242;3.0884
2625;2.2049;2.2172;2.243;2.2305;8.5;8.5469;0.0455;96.0666;181.0786;42.6842;0.3223;5.1324;0.9532;0.6037;2.2259;6.5367;3.1174;1.1573;3.1174
2625.1;2.2014;2.2265;2.2522;2.2388;8.5;8.5469;0.0407;96.4484;180.9388;46.3911;0.3282;5.3063;0.9503;0.6275;2.2347;6.7166;2.7222;1.1526;2.7222
2625.2;2.2009;2.2455;2.271;2.254;8.5;8.5469;0.0391;96.8298;180.7996;50.9263;0.3269;5.5015;0.9449;0.6523;2.2513;6.8964;2.318;1.1405;2.318
2625.3;2.2098;2.271;2.2952;2.2757;8.5;8.5469;0.0408;97.0615;180.8927;59.5298;0.3214;5.6698;0.9423;0.6739;2.2731;7.0764;1.974;1.1235;1.974
2625.4;2.2308;2.2943;2.3143;2.2988;8.5;8.5469;0.0445;97.1829;181.1568;65.8964;0.3148;5.7455;0.9416;0.6939;2.2937;7.2782;1.7043;1.0985;1.7043
2625.5;2.2609;2.3082;2.3214;2.3157;8.5;8.5469;0.0472;97.3041;181.4215;68.4103;0.3086;5.7169;0.9537;0.7126;2.3073;7.6799;1.5395;1.0808;1.5395
2625.6;2.2905;2.3113;2.3166;2.3243;8.5;8.5469;0.0476;97.3509;181.9447;67.4035;0.3038;5.6176;0.954;0.7247;2.3123;7.8478;1.5141;1.0922;1.5141
2625.7;2.3098;2.3078;2.3069;2.327;8.5;8.5469;0.0462;97.3311;182.6991;66.1579;0.301;5.5133;0.9521;0.7362;2.3115;8.0156;1.5718;1.117;1.5718
2625.8;2.318;2.3049;2.2994;2.3279;8.5;8.5469;0.0449;97.3113;183.4537;64.3415;0.3009;5.4715;0.9608;0.7493;2.3099;8.1835;1.5999;1.1468;1.5999
2625.9;2.3234;2.3059;2.2978;2.329;8.5;8.5469;0.0445;97.3205;184.3431;64.1063;0.3031;5.5161;0.9761;0.7643;2.3107;8.3602;1.5664;1.1599;1.5664
2626;2.3319;2.31;2.3022;2.33;8.5;8.5469;0.0454;97.361;185.3786;64.7338;0.3058;5.6268;1.0095;0.7802;2.315;8.537;1.4696;1.1577;1.4696
2626.1;2.3409;2.3158;2.3115;2.3319;8.5;8.5469;0.0473;97.4018;186.4142;66.159;0.3069;5.7457;1.0289;0.7943;2.3214;8.7137;1.3698;1.1435;1.3698
2626.2;2.3446;2.3214;2.3219;2.335;8.5;8.5469;0.0489;97.5352;187.4737;66.5218;0.3064;5.8193;1.0305;0.8033;2.3271;8.8624;1.2924;1.1253;1.2924
2626.3;2.3403;2.325;2.3293;2.3383;8.5;8.5469;0.0499;97.7904;188.5645;67.8744;0.3063;5.8245;1.032;0.8096;2.33;9.0111;1.2427;1.1104;1.2427
2626.4;2.3323;2.3239;2.3313;2.3414;8.5;8.5469;0.05;98.0456;189.6551;67.9799;0.3094;5.7739;1.041;0.813;2.3292;9.1594;1.2037;1.095;1.2037
2626.5;2.3246;2.319;2.3291;2.3428;8.5;8.5469;0.0492;98.3014;190.6765;66.6086;0.3152;5.729;1.0147;0.8106;2.326;9.1601;1.1782;1.081;1.1782
2626.6;2.3198;2.3173;2.3273;2.3408;8.5;8.5469;0.0478;98.5582;191.5867;64.3755;0.3206;5.7632;0.9751;0.8029;2.3239;9.1608;1.2094;1.0812;1.2094
2626.7;2.3195;2.3242;2.3291;2.3368;8.5;8.5469;0.0466;98.815;192.4967;62.9806;0.322;5.8784;0.9624;0.7979;2.3256;9.1614;1.2508;1.0859;1.2508
2626.8;2.324;2.3376;2.3337;2.3347;8.5;8.5469;0.0469;99.0808;193.3534;61.836;0.318;6.012;0.9608;0.7912;2.3311;9.1627;1.3;1.0956;1.3
2626.9;2.333;2.3522;2.3381;2.3372;8.5;8.557;0.0492;99.3643;194.1047;61.0576;0.3095;6.1128;0.9644;0.7855;2.3385;9.164;1.336;1.1064;1.336
2627;2.3453;2.3634;2.339;2.344;8.5;8.5625;0.0529;99.6477;194.856;61.5399;0.3034;6.1633;0.985;0.7844;2.3452;9.1653;1.3232;1.1059;1.3232
2627.1;2.3583;2.3676;2.3343;2.3512;8.5;8.5533;0.0564;99.888;195.606;66.3102;0.3014;6.1669;1.0141;0.7873;2.3484;9.1656;1.2913;1.1054;1.2913
2627.2;2.3673;2.3624;2.326;2.3529;8.5;8.5469;0.0576;100.0224;196.3527;68.4037;0.3021;6.1434;1.0313;0.7871;2.3461;9.1659;1.2999;1.1178;1.2999
2627.3;2.3686;2.3504;2.3211;2.3483;8.5;8.5469;0.056;100.1569;197.0994;65.3989;0.3032;6.1238;1.0484;0.7888;2.3406;9.1662;1.341;1.1454;1.341
2627.4;2.3632;2.3394;2.3236;2.3435;8.5;8.5469;0.0533;100.2928;197.8482;60.7649;0.3016;6.1216;1.0726;0.7895;2.3371;9.1565;1.3909;1.1687;1.3909
2627.5;2.3555;2.335;2.3303;2.3439;8.5;8.5469;0.0507;100.4335;198.6039;57.7048;0.2978;6.121;1.0892;0.7887;2.3376;9.1516;1.4319;1.1867;1.4319
2627.6;2.3486;2.337;2.3367;2.3501;8.5;8.5469;0.0486;100.5741;199.3595;56.2481;0.2942;6.1028;1.0979;0.788;2.3411;9.1551;1.4843;1.1959;1.4843
2627.7;2.3447;2.3426;2.3401;2.3599;8.5;8.5469;0.048;100.698;200.0723;55.8764;0.2927;6.0558;1.0804;0.7863;2.3453;9.1587;1.5197;1.196;1.5197
2627.8;2.3447;2.3467;2.3383;2.3696;8.5;8.5469;0.05;100.7521;200.6059;56.4319;0.2917;5.9735;1.0433;0.7877;2.3475;9.1622;1.5189;1.1913;1.5189
2627.9;2.3471;2.3443;2.3291;2.3753;8.5;8.5469;0.0546;100.8061;201.1393;56.9436;0.2881;5.8583;1.0077;0.7852;2.3443;9.1652;1.5065;1.1868;1.5065
2628;2.3492;2.3326;2.3115;2.373;8.5;8.5469;0.0602;100.84;201.5743;57.3542;0.2809;5.7228;0.9789;0.7795;2.3332;9.1683;1.4606;1.1687;1.4606
2628.1;2.35;2.312;2.2872;2.36;8.5;8.5469;0.065;100.7557;201.4302;57.6398;0.2701;5.5806;0.9911;0.7729;2.3149;9.1714;1.3221;1.1101;1.3221
2628.2;2.3489;2.2853;2.2604;2.3376;8.5;8.5469;0.0685;100.6712;201.2859;56.1107;0.2561;5.4394;0.9967;0.761;2.2916;9.1734;1.1761;1.0335;1.1761
2628.3;2.3428;2.2564;2.2361;2.3098;8.5;8.5469;0.0702;100.5515;201.0752;53.6276;0.2389;5.3016;0.9493;0.7376;2.2672;9.1754;1.1084;0.9732;1.1084
2628.4;2.3272;2.2294;2.2171;2.2856;8.5;8.5469;0.0692;100.1046;200.2493;49.7074;0.2196;5.1687;0.8077;0.7027;2.2452;9.1774;1.1762;0.9462;1.1762
2628.5;2.2997;2.207;2.2051;2.2748;8.5;8.5469;0.0644;99.6577;199.4234;47.1219;0.2031;5.0516;0.6867;0.6758;2.2287;9.1635;1.2948;0.957;1.2948
2628.6;2.2643;2.1913;2.2013;2.2853;8.5;8.5469;0.0569;99.2105;198.5824;43.4298;0.1957;4.9747;0.7204;0.6827;2.2204;9.1495;1.2816;0.9752;1.2816
2628.7;2.2301;2.184;2.2077;2.3194;8.5;8.5469;0.0508;98.7572;197.4552;41.4487;0.2005;4.952;0.9013;0.7271;2.2229;9.1356;1.2126;1.0035;1.2126
2628.8;2.2056;2.1834;2.2223;2.3701;8.5;8.5469;0.0499;98.304;196.328;40.0503;0.2156;4.9569;1.1131;0.7564;2.2347;9.1436;1.1941;1.0334;1.1941
2628.9;2.1939;2.1848;2.2373;2.4182;8.5;8.5469;0.0549;97.8506;195.2007;38.1175;0.2351;4.9441;1.2053;0.7636;2.2485;9.1516;1.2324;1.0478;1.2324
2629;2.1913;2.1835;2.2425;2.4383;8.5;8.5469;0.0613;97.4296;194.2077;37.2799;0.2536;4.8929;1.194;0.7476;2.2534;9.1596;1.3736;1.0608;1.3736
2629.1;2.1915;2.1784;2.2332;2.414;8.5;8.5469;0.0641;97.0084;193.2142;35.8427;0.2689;4.8284;1.0963;0.713;2.2437;9.1605;1.6244;1.0734;1.6244
2629.2;2.1896;2.1742;2.2197;2.3664;8.5;8.5469;0.0619;96.5886;192.2214;34.6894;0.28;4.798;0.9387;0.6711;2.228;9.1614;1.8998;1.0691;1.8998
2629.3;2.1864;2.1726;2.2091;2.3164;8.5;8.5469;0.0576;96.7601;191.4467;33.3882;0.291;4.8014;0.8263;0.6395;2.2137;9.163;2.0332;1.0359;2.0332
2629.4;2.1829;2.1736;2.2024;2.2686;8.5;8.5469;0.0518;96.9617;190.6831;33.4309;0.3018;4.841;0.7556;0.6208;2.2021;9.1637;1.9779;0.989;1.9779
2629.5;2.1804;2.1785;2.2035;2.2324;8.5;8.5469;0.0451;97.1627;189.9191;33.6251;0.3117;4.9367;0.7526;0.6142;2.197;9.1644;1.701;0.9431;1.701
2629.6;2.1838;2.19;2.216;2.2174;8.5;8.5469;0.0389;97.1421;188.9945;35.0499;0.3171;5.1038;0.7962;0.6225;2.2029;9.1652;1.3801;0.9139;1.3801
2629.7;2.1937;2.2075;2.2351;2.2162;8.5;8.5469;0.0341;97.0979;188.0526;36.6568;0.3182;5.305;0.8303;0.6332;2.2166;9.166;1.1756;0.9141;1.1756
2629.8;2.2106;2.2317;2.2605;2.2279;8.5;8.5469;0.0311;97.0524;187.1113;38.5112;0.3146;5.5324;0.8523;0.644;2.2376;9.1668;1.0844;0.9382;1.0844
2629.9;2.2389;2.2672;2.2902;2.2525;8.5;8.5469;0.0329;96.4712;186.4034;42.8167;0.3049;5.7402;0.8985;0.6576;2.2667;9.1681;1.0579;0.9649;1.0579
2630;2.2708;2.3044;2.3164;2.2789;8.5;8.5469;0.0379;95.7996;185.7349;51.2468;0.2939;5.89;0.9763;0.6705;2.2955;9.1694;1.0913;0.9774;1.0913
2630.1;2.3036;2.3393;2.3372;2.3045;8.5;8.5469;0.0453;95.1292;185.0671;59.4938;0.2827;5.9783;0.9678;0.6617;2.3213;9.1707;1.2034;0.9997;1.2034
2630.2;2.3329;2.3631;2.3475;2.324;8.5;8.5469;0.055;94.9754;184.6569;63.0317;0.2738;5.9719;0.8925;0.6428;2.3385;9.171;1.4545;1.0457;1.4545
2630.3;2.3512;2.3663;2.344;2.3328;8.5;8.5469;0.0641;94.9446;184.3081;63.6115;0.2687;5.8786;0.8831;0.6251;2.3419;9.1713;1.6623;1.074;1.6623
2630.4;2.3602;2.3559;2.3316;2.3335;8.5;8.5469;0.0718;94.9136;183.9602;62.1903;0.2658;5.7392;0.921;0.6072;2.3356;9.1716;1.8387;1.0971;1.8387
2630.5;2.3591;2.3327;2.3107;2.326;8.5;8.5469;0.0774;94.7949;184.0139;58.9808;0.2648;5.5611;0.952;0.586;2.3199;9.1649;2.0858;1.1221;2.0858
2630.6;2.3416;2.2989;2.2807;2.3069;8.5;8.5469;0.078;94.6484;184.1947;55.459;0.2644;5.366;0.9429;0.5641;2.2938;9.1616;2.4114;1.1466;2.4114
2630.7;2.3168;2.2651;2.25;2.2834;8.5;8.5469;0.0756;94.504;184.376;51.9253;0.2635;5.187;0.9043;0.5461;2.2656;9.1582;2.7162;1.1641;2.7162
2630.8;2.2863;2.2327;2.22;2.2571;8.5;8.5469;0.0706;95.2042;184.7619;44.3186;0.2623;5.0294;0.8788;0.533;2.2368;9.1505;2.8628;1.1687;2.8628
2630.9;2.2532;2.2064;2.196;2.2311;8.5;8.5469;0.0637;96.2466;185.2307;40.2498;0.2611;4.917;0.8633;0.5234;2.2115;8.8085;2.7116;1.1411;2.7116
2631;2.2256;2.1885;2.1819;2.2109;8.5;8.5469;0.0577;97.2883;185.6997;37.9963;0.2599;4.851;0.8276;0.5147;2.1942;8.4665;2.4139;1.0893;2.4139
2631.1;2.2042;2.176;2.1746;2.1961;8.5;8.5469;0.0532;98.0445;186.1894;36.5104;0.2589;4.8105;0.7949;0.507;2.1827;8.1259;2.184;1.0385;2.184
2631.2;2.1904;2.1689;2.174;2.1874;8.5;8.5469;0.0505;98.6561;186.6897;33.8646;0.2581;4.7912;0.7745;0.5015;2.1774;8.2692;1.9731;0.9935;1.9731
2631.3;2.1868;2.1668;2.1781;2.1855;8.5;8.5469;0.0497;99.2669;187.1897;34.4308;0.2578;4.7811;0.7575;0.4986;2.1777;8.4123;1.7438;0.952;1.7438
2631.4;2.186;2.1666;2.1823;2.1854;8.5;8.5469;0.0493;99.5335;187.5615;33.7887;0.258;4.7731;0.7391;0.4972;2.1791;8.4839;1.5095;0.9125;1.5095
2631.5;2.1874;2.1682;2.1862;2.1867;8.5;8.5469;0.0492;99.5853;187.8533;33.1469;0.2589;4.7679;0.723;0.4957;2.1813;8.5561;1.3145;0.876;1.3145
2631.6;2.1896;2.1723;2.1888;2.1886;8.5;8.5469;0.0492;99.6367;188.1447;32.6378;0.2611;4.7695;0.7083;0.4945;2.1837;8.8085;1.1747;0.8432;1.1747
2631.7;2.1925;2.1785;2.1901;2.191;8.5;8.5469;0.0494;99.4552;188.2187;33.5014;0.2638;4.7787;0.7015;0.494;2.1865;9.061;1.0931;0.8199;1.0931
2631.8;2.196;2.1858;2.1908;2.1939;8.5;8.5469;0.0497;99.0967;188.1275;35.1012;0.2664;4.7921;0.7049;0.4941;2.1898;9.3134;1.0323;0.8041;1.0323
2631.9;2.2004;2.194;2.1913;2.1975;8.5;8.5469;0.0503;98.7375;188.036;35.8908;0.2683;4.809;0.7059;0.4944;2.1935;9.5577;0.9929;0.7936;0.9929
2632;2.2056;2.2012;2.1925;2.2009;8.5;8.5469;0.051;98.1218;187.7725;35.6815;0.2679;4.8246;0.6931;0.4942;2.1972;9.802;0.98;0.7882;0.98
2632.1;2.2103;2.2069;2.1945;2.2034;8.5;8.5469;0.0518;97.2692;187.3504;34.4763;0.266;4.8397;0.6749;0.4944;2.2005;10.046;0.9752;0.7852;0.9752
2632.2;2.2145;2.2112;2.1972;2.2048;8.5;8.5469;0.0525;96.4168;186.928;33.9785;0.2628;4.8546;0.6633;0.4958;2.2031;10.1593;0.9592;0.7819;0.9592
2632.3;2.2168;2.2132;2.2006;2.2043;8.5;8.5469;0.053;95.6999;186.3598;33.4813;0.2591;4.8714;0.659;0.4975;2.2045;10.2731;0.9368;0.7782;0.9368
2632.4;2.2177;2.2137;2.2035;2.2034;8.5;8.5469;0.0532;95.1343;185.6287;33.1755;0.2562;4.889;0.6589;0.4997;2.2053;10.4998;0.9187;0.7739;0.9187
2632.5;2.2178;2.2131;2.206;2.2028;8.5;8.5469;0.0533;94.5688;184.8975;32.9179;0.2543;4.9058;0.6608;0.5011;2.2059;10.7257;0.9349;0.7814;0.9349
2632.6;2.2173;2.2113;2.2078;2.2033;8.5;8.5469;0.0533;94.1053;184.0933;34.8251;0.2538;4.9197;0.6613;0.5017;2.2064;10.7184;0.9827;0.7964;0.9827
2632.7;2.2175;2.2089;2.2088;2.2058;8.5;8.5469;0.0534;93.7802;183.1901;35.0196;0.2541;4.9312;0.6636;0.5025;2.2072;10.711;1.0341;0.8104;1.0341
2632.8;2.2178;2.2071;2.2094;2.209;8.5;8.5469;0.0537;93.4555;182.2867;35.2972;0.2542;4.9441;0.6691;0.5038;2.2083;10.7036;1.0802;0.8234;1.0802
2632.9;2.2183;2.2061;2.2099;2.2124;8.5;8.5469;0.0542;93.28;181.3519;34.1531;0.254;4.9588;0.6749;0.5051;2.2094;10.7067;1.1225;0.8364;1.1225
2633;2.2186;2.2071;2.2102;2.2154;8.5;8.5469;0.0548;93.3518;180.3649;34.5781;0.253;4.9788;0.6786;0.5064;2.2106;10.7098;1.1557;0.8463;1.1557
2633.1;2.2176;2.2104;2.2097;2.2154;8.5;8.5469;0.0547;93.4236;179.378;34.5431;0.2518;4.9765;0.685;0.5094;2.211;10.7114;1.1528;0.8469;1.1528
2633.2;2.2162;2.2152;2.2093;2.2141;8.5;8.5469;0.054;93.5377;178.4322;34.5085;0.2577;4.9363;0.6886;0.5138;2.2112;10.713;1.0837;0.8328;1.0837
2633.3;2.216;2.2203;2.211;2.2125;8.5;8.5469;0.0532;93.7384;177.5706;34.5996;0.2516;4.8767;0.6911;0.5177;2.2121;10.7162;1.0186;0.8167;1.0186
2633.4;2.2165;2.2246;2.2142;2.2113;8.5;8.5469;0.0528;93.9392;176.7092;34.4352;0.2521;4.8279;0.6872;0.5202;2.2138;10.7193;0.9723;0.8046;0.9723
2633.5;2.2162;2.2269;2.2167;2.2114;8.5;8.5469;0.0529;94.1798;175.9794;34.521;0.2518;4.8076;0.6771;0.5215;2.2151;10.7225;0.9481;0.7966;0.9481
2633.6;2.2139;2.2265;2.2173;2.2134;8.5;8.5469;0.0532;94.5228;175.5864;34.3752;0.2505;4.807;0.6656;0.523;2.2155;10.7175;0.9254;0.7876;0.9254
2633.7;2.2112;2.225;2.2167;2.2162;8.5;8.5469;0.0535;94.8654;175.1937;33.7814;0.2489;4.808;0.6597;0.5264;2.2153;10.7126;0.8811;0.7727;0.8811
2633.8;2.2113;2.2238;2.2167;2.2167;8.5;8.5469;0.0538;95.0215;174.9075;32.749;0.2483;4.8067;0.6641;0.532;2.2151;10.7076;0.8158;0.7539;0.8158
2633.9;2.2154;2.2225;2.2173;2.2143;8.5;8.5469;0.0537;94.5636;174.9723;33.9622;0.2494;4.8058;0.672;0.5362;2.2148;10.7108;0.7722;0.7445;0.7722
2634;2.221;2.2206;2.2172;2.2116;8.5;8.5469;0.053;94.1057;175.0371;35.1692;0.2519;4.7985;0.6725;0.5365;2.2144;10.714;0.7824;0.7477;0.7824
